Designator,Mid X,Mid Y,Rotation,Layer
D1,68.6525,-66.89,180.0,top
F1,67.8905,-63.207,270.0,top
J1,75.0225,-60.013,180.0,top
J2,89.9875,-66.283,90.0,top
J3,75.2425,-70.003,0.0,top
L1,81.2525,-65.043,90.0,top
R1,77.9235,-67.129,270.0,top
R2,71.9545,-67.129,270.0,top
SW1,89.8425,-58.598,180.0,top
U1,75.0025,-66.0264,0.0,top
